"value","market","date"
"1.64","","2014-06-23"
"1.6","","2014-06-20"
"1.54","","2014-06-19"
"1.56","","2014-06-18"
"1.6","","2014-06-17"
"1.57","","2014-06-16"
"1.58","","2014-06-13"
"1.56","","2014-06-12"
"1.6","","2014-06-11"
"1.6","","2014-06-10"
"1.59","","2014-06-09"
"1.58","","2014-06-06"
"1.59","","2014-06-05"
"1.61","","2014-06-04"
"1.6","","2014-06-03"
"1.56","","2014-06-02"
"1.52","","2014-05-30"
"1.53","","2014-05-29"
"1.5","","2014-05-28"
"1.56","","2014-05-27"
"1.58","","2014-05-26"
"1.57","","2014-05-23"
"1.59","","2014-05-22"
"1.56","","2014-05-21"
"1.54","","2014-05-20"
"1.54","","2014-05-16"
"1.53","","2014-05-15"
"1.56","","2014-05-14"
"1.62","","2014-05-13"
"1.66","","2014-05-12"
"1.62","","2014-05-09"
"1.65","","2014-05-08"
"1.64","","2014-05-07"
"1.65","","2014-05-06"
"1.64","","2014-05-05"
"1.63","","2014-05-02"
"1.64","","2014-05-01"
"1.67","","2014-04-30"
"1.7","","2014-04-29"
"1.69","","2014-04-28"
"1.67","","2014-04-25"
"1.69","","2014-04-24"
"1.69","","2014-04-23"
"1.71","","2014-04-22"
"1.72","","2014-04-21"
"1.71","","2014-04-17"
"1.65","","2014-04-16"
"1.63","","2014-04-15"
"1.66","","2014-04-14"
"1.64","","2014-04-11"
"1.67","","2014-04-10"
"1.71","","2014-04-09"
"1.72","","2014-04-08"
"1.73","","2014-04-07"
"1.75","","2014-04-04"
"1.78","","2014-04-03"
"1.78","","2014-04-02"
"1.72","","2014-04-01"
"1.71","","2014-03-31"
"1.7","","2014-03-28"
"1.68","","2014-03-27"
"1.69","","2014-03-26"
"1.72","","2014-03-25"
"1.72","","2014-03-24"
"1.72","","2014-03-21"
"1.73","","2014-03-20"
"1.71","","2014-03-19"
"1.61","","2014-03-18"
"1.64","","2014-03-17"
"1.6","","2014-03-14"
"1.59","","2014-03-13"
"1.64","","2014-03-12"
"1.67","","2014-03-11"
"1.69","","2014-03-10"
"1.71","","2014-03-07"
"1.71","","2014-03-06"
"1.67","","2014-03-05"
"1.66","","2014-03-04"
"1.6","","2014-03-03"
"1.62","","2014-02-28"
"1.61","","2014-02-27"
"1.63","","2014-02-26"
"1.67","","2014-02-25"
"1.7","","2014-02-24"
"1.69","","2014-02-21"
"1.62","","2014-02-20"
"1.62","","2014-02-19"
"1.62","","2014-02-18"
"1.64","","2014-02-14"
"1.64","","2014-02-13"
"1.67","","2014-02-12"
"1.63","","2014-02-11"
"1.59","","2014-02-10"
"1.59","","2014-02-07"
"1.61","","2014-02-06"
"1.58","","2014-02-05"
"1.55","","2014-02-04"
"1.51","","2014-02-03"
"1.55","","2014-01-31"
"1.58","","2014-01-30"
"1.57","","2014-01-29"
"1.6","","2014-01-28"
"1.63","","2014-01-27"
"1.59","","2014-01-24"
"1.6","","2014-01-23"
"1.67","","2014-01-22"
"1.7","","2014-01-21"
"1.67","","2014-01-20"
"1.69","","2014-01-17"
"1.71","","2014-01-16"
"1.76","","2014-01-15"
"1.76","","2014-01-14"
"1.72","","2014-01-13"
"1.73","","2014-01-10"
"1.87","","2014-01-09"
"1.9","","2014-01-08"
"1.87","","2014-01-07"
"1.91","","2014-01-06"
"1.94","","2014-01-03"
"1.93","","2014-01-02"
"1.95","","2013-12-31"
"1.92","","2013-12-30"
"1.96","","2013-12-27"
"1.9","","2013-12-24"
"1.86","","2013-12-23"
"1.84","","2013-12-20"
"1.86","","2013-12-19"
"1.82","","2013-12-18"
"1.8","","2013-12-17"
"1.83","","2013-12-16"
"1.82","","2013-12-13"
"1.82","","2013-12-12"
"1.8","","2013-12-11"
"1.77","","2013-12-10"
"1.81","","2013-12-09"
"1.82","","2013-12-06"
"1.8","","2013-12-05"
"1.77","","2013-12-04"
"1.74","","2013-12-03"
"1.77","","2013-12-02"
"1.73","","2013-11-29"
"1.72","","2013-11-28"
"1.73","","2013-11-27"
"1.71","","2013-11-26"
"1.74","","2013-11-25"
"1.76","","2013-11-22"
"1.78","","2013-11-21"
"1.8","","2013-11-20"
"1.78","","2013-11-19"
"1.74","","2013-11-18"
"1.78","","2013-11-15"
"1.78","","2013-11-14"
"1.83","","2013-11-13"
"1.86","","2013-11-12"
"1.83","","2013-11-08"
"1.76","","2013-11-07"
"1.78","","2013-11-06"
"1.8","","2013-11-05"
"1.77","","2013-11-04"
"1.78","","2013-11-01"
"1.71","","2013-10-31"
"1.71","","2013-10-30"
"1.7","","2013-10-29"
"1.71","","2013-10-28"
"1.7","","2013-10-25"
"1.71","","2013-10-24"
"1.73","","2013-10-23"
"1.8","","2013-10-22"
"1.85","","2013-10-21"
"1.83","","2013-10-18"
"1.85","","2013-10-17"
"1.9","","2013-10-16"
"1.93","","2013-10-15"
"1.89","","2013-10-11"
"1.91","","2013-10-10"
"1.89","","2013-10-09"
"1.88","","2013-10-08"
"1.87","","2013-10-07"
"1.89","","2013-10-04"
"1.86","","2013-10-03"
"1.86","","2013-10-02"
"1.87","","2013-10-01"
"1.86","","2013-09-30"
"1.87","","2013-09-27"
"1.91","","2013-09-26"
"1.89","","2013-09-25"
"1.92","","2013-09-24"
"1.96","","2013-09-23"
"1.99","","2013-09-20"
"2.02","","2013-09-19"
"2.03","","2013-09-18"
"2.11","","2013-09-17"
"2.11","","2013-09-16"
"2.12","","2013-09-13"
"2.13","","2013-09-12"
"2.13","","2013-09-11"
"2.16","","2013-09-10"
"2.1","","2013-09-09"
"2.12","","2013-09-06"
"2.15","","2013-09-05"
"2.05","","2013-09-04"
"2.01","","2013-09-03"
"1.95","","2013-08-30"
"1.88","","2013-08-29"
"1.9","","2013-08-28"
"1.84","","2013-08-27"
"1.91","","2013-08-26"
"1.94","","2013-08-23"
"1.98","","2013-08-22"
"1.98","","2013-08-21"
"1.92","","2013-08-20"
"1.98","","2013-08-19"
"1.96","","2013-08-16"
"1.94","","2013-08-15"
"1.89","","2013-08-14"
"1.88","","2013-08-13"
"1.78","","2013-08-12"
"1.75","","2013-08-09"
"1.77","","2013-08-08"
"1.76","","2013-08-07"
"1.77","","2013-08-06"
"1.75","","2013-08-02"
"1.82","","2013-08-01"
"1.74","","2013-07-31"
"1.79","","2013-07-30"
"1.75","","2013-07-29"
"1.72","","2013-07-26"
"1.74","","2013-07-25"
"1.76","","2013-07-24"
"1.69","","2013-07-23"
"1.65","","2013-07-22"
"1.65","","2013-07-19"
"1.68","","2013-07-18"
"1.66","","2013-07-17"
"1.7","","2013-07-16"
"1.73","","2013-07-15"
"1.75","","2013-07-12"
"1.75","","2013-07-11"
"1.82","","2013-07-10"
"1.78","","2013-07-09"
"1.79","","2013-07-08"
"1.87","","2013-07-05"
"1.76","","2013-07-04"
"1.77","","2013-07-03"
"1.77","","2013-07-02"
"1.8","","2013-06-28"
"1.78","","2013-06-27"
"1.84","","2013-06-26"
"1.86","","2013-06-25"
"1.85","","2013-06-24"
"1.81","","2013-06-21"
"1.7","","2013-06-20"
"1.65","","2013-06-19"
"1.54","","2013-06-18"
"1.53","","2013-06-17"
"1.52","","2013-06-14"
"1.56","","2013-06-13"
"1.63","","2013-06-12"
"1.6","","2013-06-11"
"1.63","","2013-06-10"
"1.56","","2013-06-07"
"1.44","","2013-06-06"
"1.45","","2013-06-05"
"1.48","","2013-06-04"
"1.46","","2013-06-03"
"1.48","","2013-05-31"
"1.48","","2013-05-30"
"1.47","","2013-05-29"
"1.48","","2013-05-28"
"1.4","","2013-05-27"
"1.37","","2013-05-24"
"1.38","","2013-05-23"
"1.38","","2013-05-22"
"1.33","","2013-05-21"
"1.35","","2013-05-17"
"1.33","","2013-05-16"
"1.36","","2013-05-15"
"1.39","","2013-05-14"
"1.35","","2013-05-13"
"1.33","","2013-05-10"
"1.26","","2013-05-09"
"1.27","","2013-05-08"
"1.28","","2013-05-07"
"1.26","","2013-05-06"
"1.23","","2013-05-03"
"1.15","","2013-05-02"
"1.15","","2013-05-01"
"1.16","","2013-04-30"
"1.17","","2013-04-29"
"1.18","","2013-04-26"
"1.2","","2013-04-25"
"1.19","","2013-04-24"
"1.19","","2013-04-23"
"1.18","","2013-04-22"
"1.18","","2013-04-19"
"1.18","","2013-04-18"
"1.18","","2013-04-17"
"1.19","","2013-04-16"
"1.18","","2013-04-15"
"1.19","","2013-04-12"
"1.24","","2013-04-11"
"1.26","","2013-04-10"
"1.24","","2013-04-09"
"1.24","","2013-04-08"
"1.23","","2013-04-05"
"1.24","","2013-04-04"
"1.26","","2013-04-03"
"1.29","","2013-04-02"
"1.27","","2013-04-01"
"1.3","","2013-03-28"
"1.29","","2013-03-27"
"1.33","","2013-03-26"
"1.32","","2013-03-25"
"1.32","","2013-03-22"
"1.31","","2013-03-21"
"1.34","","2013-03-20"
"1.31","","2013-03-19"
"1.34","","2013-03-18"
"1.36","","2013-03-15"
"1.41","","2013-03-14"
"1.37","","2013-03-13"
"1.35","","2013-03-12"
"1.39","","2013-03-11"
"1.39","","2013-03-08"
"1.34","","2013-03-07"
"1.3","","2013-03-06"
"1.31","","2013-03-05"
"1.3","","2013-03-04"
"1.3","","2013-03-01"
"1.28","","2013-02-28"
"1.32","","2013-02-27"
"1.32","","2013-02-26"
"1.33","","2013-02-25"
"1.4","","2013-02-22"
"1.45","","2013-02-21"
"1.46","","2013-02-20"
"1.48","","2013-02-19"
"1.47","","2013-02-15"
"1.47","","2013-02-14"
"1.5","","2013-02-13"
"1.46","","2013-02-12"
"1.44","","2013-02-11"
"1.43","","2013-02-08"
"1.48","","2013-02-07"
"1.49","","2013-02-06"
"1.5","","2013-02-05"
"1.48","","2013-02-04"
"1.53","","2013-02-01"
"1.5","","2013-01-31"
"1.5","","2013-01-30"
"1.51","","2013-01-29"
"1.48","","2013-01-28"
"1.46","","2013-01-25"
"1.41","","2013-01-24"
"1.4","","2013-01-23"
"1.46","","2013-01-22"
"1.48","","2013-01-21"
"1.47","","2013-01-18"
"1.48","","2013-01-17"
"1.44","","2013-01-16"
"1.45","","2013-01-15"
"1.47","","2013-01-14"
"1.48","","2013-01-11"
"1.48","","2013-01-10"
"1.44","","2013-01-09"
"1.45","","2013-01-08"
"1.48","","2013-01-07"
"1.49","","2013-01-04"
"1.47","","2013-01-03"
"1.43","","2013-01-02"
"1.38","","2012-12-31"
"1.36","","2012-12-28"
"1.37","","2012-12-27"
"1.37","","2012-12-24"
"1.36","","2012-12-21"
"1.39","","2012-12-20"
"1.4","","2012-12-19"
"1.4","","2012-12-18"
"1.4","","2012-12-17"
"1.36","","2012-12-14"
"1.36","","2012-12-13"
"1.32","","2012-12-12"
"1.3","","2012-12-11"
"1.28","","2012-12-10"
"1.29","","2012-12-07"
"1.26","","2012-12-06"
"1.26","","2012-12-05"
"1.27","","2012-12-04"
"1.28","","2012-12-03"
"1.28","","2012-11-30"
"1.3","","2012-11-29"
"1.31","","2012-11-28"
"1.32","","2012-11-27"
"1.34","","2012-11-26"
"1.36","","2012-11-23"
"1.35","","2012-11-22"
"1.34","","2012-11-21"
"1.35","","2012-11-20"
"1.32","","2012-11-19"
"1.29","","2012-11-16"
"1.31","","2012-11-15"
"1.29","","2012-11-14"
"1.29","","2012-11-13"
"1.3","","2012-11-09"
"1.29","","2012-11-08"
"1.32","","2012-11-07"
"1.37","","2012-11-06"
"1.32","","2012-11-05"
"1.32","","2012-11-02"
"1.33","","2012-11-01"
"1.34","","2012-10-31"
"1.37","","2012-10-30"
"1.35","","2012-10-29"
"1.39","","2012-10-26"
"1.43","","2012-10-25"
"1.39","","2012-10-24"
"1.4","","2012-10-23"
"1.38","","2012-10-22"
"1.36","","2012-10-19"
"1.41","","2012-10-18"
"1.42","","2012-10-17"
"1.34","","2012-10-16"
"1.33","","2012-10-15"
"1.37","","2012-10-12"
"1.37","","2012-10-11"
"1.36","","2012-10-10"
"1.37","","2012-10-09"
"1.37","","2012-10-05"
"1.32","","2012-10-04"
"1.28","","2012-10-03"
"1.29","","2012-10-02"
"1.28","","2012-10-01"
"1.3","","2012-09-28"
"1.32","","2012-09-27"
"1.31","","2012-09-26"
"1.36","","2012-09-25"
"1.35","","2012-09-24"
"1.38","","2012-09-21"
"1.38","","2012-09-20"
"1.41","","2012-09-19"
"1.43","","2012-09-18"
"1.46","","2012-09-17"
"1.48","","2012-09-14"
"1.42","","2012-09-13"
"1.45","","2012-09-12"
"1.41","","2012-09-11"
"1.4","","2012-09-10"
"1.42","","2012-09-07"
"1.4","","2012-09-06"
"1.32","","2012-09-05"
"1.32","","2012-09-04"
"1.36","","2012-08-31"
"1.34","","2012-08-30"
"1.38","","2012-08-29"
"1.39","","2012-08-28"
"1.39","","2012-08-27"
"1.4","","2012-08-24"
"1.39","","2012-08-23"
"1.39","","2012-08-22"
"1.48","","2012-08-21"
"1.49","","2012-08-20"
"1.5","","2012-08-17"
"1.51","","2012-08-16"
"1.51","","2012-08-15"
"1.43","","2012-08-14"
"1.38","","2012-08-13"
"1.36","","2012-08-10"
"1.39","","2012-08-09"
"1.39","","2012-08-08"
"1.41","","2012-08-07"
"1.34","","2012-08-03"
"1.25","","2012-08-02"
"1.3","","2012-08-01"
"1.27","","2012-07-31"
"1.3","","2012-07-30"
"1.33","","2012-07-27"
"1.21","","2012-07-26"
"1.16","","2012-07-25"
"1.12","","2012-07-24"
"1.12","","2012-07-23"
"1.15","","2012-07-20"
"1.18","","2012-07-19"
"1.15","","2012-07-18"
"1.17","","2012-07-17"
"1.16","","2012-07-16"
"1.18","","2012-07-13"
"1.16","","2012-07-12"
"1.2","","2012-07-11"
"1.18","","2012-07-10"
"1.17","","2012-07-09"
"1.21","","2012-07-06"
"1.24","","2012-07-05"
"1.23","","2012-07-04"
"1.26","","2012-07-03"
"1.25","","2012-06-29"
"1.17","","2012-06-28"
"1.21","","2012-06-27"
"1.25","","2012-06-26"
"1.23","","2012-06-25"
"1.3","","2012-06-22"
"1.26","","2012-06-21"
"1.29","","2012-06-20"
"1.24","","2012-06-19"
"1.19","","2012-06-18"
"1.19","","2012-06-15"
"1.28","","2012-06-14"
"1.25","","2012-06-13"
"1.27","","2012-06-12"
"1.23","","2012-06-11"
"1.29","","2012-06-08"
"1.27","","2012-06-07"
"1.27","","2012-06-06"
"1.2","","2012-06-05"
"1.15","","2012-06-04"
"1.06","","2012-06-01"
"1.25","","2012-05-31"
"1.31","","2012-05-30"
"1.38","","2012-05-29"
"1.32","","2012-05-28"
"1.31","","2012-05-25"
"1.38","","2012-05-24"
"1.4","","2012-05-23"
"1.43","","2012-05-22"
"1.42","","2012-05-18"
"1.39","","2012-05-17"
"1.46","","2012-05-16"
"1.46","","2012-05-15"
"1.46","","2012-05-14"
"1.49","","2012-05-11"
"1.48","","2012-05-10"
"1.48","","2012-05-09"
"1.48","","2012-05-08"
"1.52","","2012-05-07"
"1.51","","2012-05-04"
"1.56","","2012-05-03"
"1.58","","2012-05-02"
"1.6","","2012-05-01"
"1.6","","2012-04-30"
"1.67","","2012-04-27"
"1.62","","2012-04-26"
"1.69","","2012-04-25"
"1.68","","2012-04-24"
"1.63","","2012-04-23"
"1.64","","2012-04-20"
"1.62","","2012-04-19"
"1.61","","2012-04-18"
"1.63","","2012-04-17"
"1.54","","2012-04-16"
"1.51","","2012-04-13"
"1.57","","2012-04-12"
"1.54","","2012-04-11"
"1.5","","2012-04-10"
"1.59","","2012-04-09"
"1.64","","2012-04-05"
"1.61","","2012-04-04"
"1.66","","2012-04-03"
"1.58","","2012-04-02"
"1.57","","2012-03-30"
"1.55","","2012-03-29"
"1.57","","2012-03-28"
"1.59","","2012-03-27"
"1.65","","2012-03-26"
"1.65","","2012-03-23"
"1.67","","2012-03-22"
"1.71","","2012-03-21"
"1.74","","2012-03-20"
"1.73","","2012-03-19"
"1.7","","2012-03-16"
"1.67","","2012-03-15"
"1.63","","2012-03-14"
"1.55","","2012-03-13"
"1.49","","2012-03-12"
"1.49","","2012-03-09"
"1.5","","2012-03-08"
"1.43","","2012-03-07"
"1.39","","2012-03-06"
"1.43","","2012-03-05"
"1.42","","2012-03-02"
"1.45","","2012-03-01"
"1.44","","2012-02-29"
"1.41","","2012-02-28"
"1.42","","2012-02-27"
"1.43","","2012-02-24"
"1.47","","2012-02-23"
"1.48","","2012-02-22"
"1.5","","2012-02-21"
"1.47","","2012-02-17"
"1.38","","2012-02-16"
"1.37","","2012-02-15"
"1.38","","2012-02-14"
"1.41","","2012-02-13"
"1.41","","2012-02-10"
"1.44","","2012-02-09"
"1.41","","2012-02-08"
"1.38","","2012-02-07"
"1.33","","2012-02-06"
"1.35","","2012-02-03"
"1.29","","2012-02-02"
"1.26","","2012-02-01"
"1.25","","2012-01-31"
"1.28","","2012-01-30"
"1.31","","2012-01-27"
"1.33","","2012-01-26"
"1.36","","2012-01-25"
"1.41","","2012-01-24"
"1.42","","2012-01-23"
"1.4","","2012-01-20"
"1.35","","2012-01-19"
"1.3","","2012-01-18"
"1.26","","2012-01-17"
"1.28","","2012-01-16"
"1.26","","2012-01-13"
"1.3","","2012-01-12"
"1.26","","2012-01-11"
"1.29","","2012-01-10"
"1.26","","2012-01-09"
"1.25","","2012-01-06"
"1.29","","2012-01-05"
"1.3","","2012-01-04"
"1.31","","2012-01-03"
"1.27","","2011-12-30"
"1.27","","2011-12-29"
"1.28","","2011-12-28"
"1.31","","2011-12-23"
"1.25","","2011-12-22"
"1.25","","2011-12-21"
"1.24","","2011-12-20"
"1.17","","2011-12-19"
"1.18","","2011-12-16"
"1.22","","2011-12-15"
"1.25","","2011-12-14"
"1.26","","2011-12-13"
"1.28","","2011-12-12"
"1.33","","2011-12-09"
"1.26","","2011-12-08"
"1.33","","2011-12-07"
"1.38","","2011-12-06"
"1.33","","2011-12-05"
"1.36","","2011-12-02"
"1.4","","2011-12-01"
"1.46","","2011-11-30"
"1.43","","2011-11-29"
"1.42","","2011-11-28"
"1.4","","2011-11-25"
"1.34","","2011-11-24"
"1.32","","2011-11-23"
"1.36","","2011-11-22"
"1.37","","2011-11-21"
"1.39","","2011-11-18"
"1.36","","2011-11-17"
"1.36","","2011-11-16"
"1.37","","2011-11-15"
"1.37","","2011-11-14"
"1.4","","2011-11-10"
"1.35","","2011-11-09"
"1.44","","2011-11-08"
"1.41","","2011-11-07"
"1.41","","2011-11-04"
"1.48","","2011-11-03"
"1.43","","2011-11-02"
"1.41","","2011-11-01"
"1.51","","2011-10-31"
"1.64","","2011-10-28"
"1.7","","2011-10-27"
"1.6","","2011-10-26"
"1.5","","2011-10-25"
"1.63","","2011-10-24"
"1.61","","2011-10-21"
"1.56","","2011-10-20"
"1.57","","2011-10-19"
"1.55","","2011-10-18"
"1.53","","2011-10-17"
"1.62","","2011-10-14"
"1.52","","2011-10-13"
"1.58","","2011-10-12"
"1.54","","2011-10-11"
"1.49","","2011-10-07"
"1.46","","2011-10-06"
"1.4","","2011-10-05"
"1.35","","2011-10-04"
"1.31","","2011-10-03"
"1.39","","2011-09-30"
"1.45","","2011-09-29"
"1.44","","2011-09-28"
"1.46","","2011-09-27"
"1.43","","2011-09-26"
"1.35","","2011-09-23"
"1.28","","2011-09-22"
"1.4","","2011-09-21"
"1.44","","2011-09-20"
"1.43","","2011-09-19"
"1.55","","2011-09-16"
"1.56","","2011-09-15"
"1.45","","2011-09-14"
"1.43","","2011-09-13"
"1.37","","2011-09-12"
"1.29","","2011-09-09"
"1.41","","2011-09-08"
"1.45","","2011-09-07"
"1.4","","2011-09-06"
"1.48","","2011-09-02"
"1.58","","2011-09-01"
"1.68","","2011-08-31"
"1.6","","2011-08-30"
"1.65","","2011-08-29"
"1.57","","2011-08-26"
"1.56","","2011-08-25"
"1.6","","2011-08-24"
"1.53","","2011-08-23"
"1.44","","2011-08-22"
"1.42","","2011-08-19"
"1.41","","2011-08-18"
"1.52","","2011-08-17"
"1.57","","2011-08-16"
"1.61","","2011-08-15"
"1.52","","2011-08-12"
"1.51","","2011-08-11"
"1.35","","2011-08-10"
"1.5","","2011-08-09"
"1.51","","2011-08-08"
"1.78","","2011-08-05"
"1.66","","2011-08-04"
"1.88","","2011-08-03"
"1.86","","2011-08-02"
"2.05","","2011-07-29"
"2.15","","2011-07-28"
"2.15","","2011-07-27"
"2.16","","2011-07-26"
"2.2","","2011-07-25"
"2.2","","2011-07-22"
"2.27","","2011-07-21"
"2.23","","2011-07-20"
"2.19","","2011-07-19"
"2.12","","2011-07-18"
"2.13","","2011-07-15"
"2.21","","2011-07-14"
"2.18","","2011-07-13"
"2.15","","2011-07-12"
"2.14","","2011-07-11"
"2.24","","2011-07-08"
"2.29","","2011-07-07"
"2.26","","2011-07-06"
"2.32","","2011-07-05"
"2.32","","2011-07-04"
"2.33","","2011-06-30"
"2.3","","2011-06-29"
"2.15","","2011-06-28"
"2.05","","2011-06-27"
"2.04","","2011-06-24"
"2.1","","2011-06-23"
"2.19","","2011-06-22"
"2.2","","2011-06-21"
"2.19","","2011-06-20"
"2.17","","2011-06-17"
"2.15","","2011-06-16"
"2.19","","2011-06-15"
"2.31","","2011-06-14"
"2.24","","2011-06-13"
"2.23","","2011-06-10"
"2.25","","2011-06-09"
"2.22","","2011-06-08"
"2.25","","2011-06-07"
"2.23","","2011-06-06"
"2.23","","2011-06-03"
"2.27","","2011-06-02"
"2.24","","2011-06-01"
"2.34","","2011-05-31"
"2.32","","2011-05-30"
"2.32","","2011-05-27"
"2.33","","2011-05-26"
"2.4","","2011-05-25"
"2.42","","2011-05-24"
"2.45","","2011-05-20"
"2.53","","2011-05-19"
"2.53","","2011-05-18"
"2.47","","2011-05-17"
"2.5","","2011-05-16"
"2.53","","2011-05-13"
"2.55","","2011-05-12"
"2.54","","2011-05-11"
"2.57","","2011-05-10"
"2.5","","2011-05-09"
"2.51","","2011-05-06"
"2.5","","2011-05-05"
"2.52","","2011-05-04"
"2.55","","2011-05-03"
"2.58","","2011-05-02"
"2.58","","2011-04-29"
"2.61","","2011-04-28"
"2.65","","2011-04-27"
"2.59","","2011-04-26"
"2.65","","2011-04-25"
"2.7","","2011-04-21"
"2.72","","2011-04-20"
"2.67","","2011-04-19"
"2.6","","2011-04-18"
"2.67","","2011-04-15"
"2.74","","2011-04-14"
"2.75","","2011-04-13"
"2.8","","2011-04-12"
"2.89","","2011-04-11"
"2.86","","2011-04-08"
"2.85","","2011-04-07"
"2.84","","2011-04-06"
"2.8","","2011-04-05"
"2.76","","2011-04-04"
"2.78","","2011-04-01"
"2.77","","2011-03-31"
"2.71","","2011-03-30"
"2.71","","2011-03-29"
"2.67","","2011-03-28"
"2.65","","2011-03-25"
"2.61","","2011-03-24"
"2.58","","2011-03-23"
"2.57","","2011-03-22"
"2.58","","2011-03-21"
"2.51","","2011-03-18"
"2.52","","2011-03-17"
"2.44","","2011-03-16"
"2.54","","2011-03-15"
"2.58","","2011-03-14"
"2.65","","2011-03-11"
"2.68","","2011-03-10"
"2.76","","2011-03-09"
"2.81","","2011-03-08"
"2.77","","2011-03-07"
"2.76","","2011-03-04"
"2.72","","2011-03-03"
"2.64","","2011-03-02"
"2.6","","2011-03-01"
"2.63","","2011-02-28"
"2.58","","2011-02-25"
"2.6","","2011-02-24"
"2.61","","2011-02-23"
"2.63","","2011-02-22"
"2.75","","2011-02-18"
"2.77","","2011-02-17"
"2.8","","2011-02-16"
"2.77","","2011-02-15"
"2.78","","2011-02-14"
"2.76","","2011-02-11"
"2.75","","2011-02-10"
"2.74","","2011-02-09"
"2.78","","2011-02-08"
"2.71","","2011-02-07"
"2.74","","2011-02-04"
"2.66","","2011-02-03"
"2.62","","2011-02-02"
"2.57","","2011-02-01"
"2.5","","2011-01-31"
"2.49","","2011-01-28"
"2.53","","2011-01-27"
"2.56","","2011-01-26"
"2.55","","2011-01-25"
"2.59","","2011-01-24"
"2.6","","2011-01-21"
"2.56","","2011-01-20"
"2.52","","2011-01-19"
"2.58","","2011-01-18"
"2.56","","2011-01-17"
"2.56","","2011-01-14"
"2.54","","2011-01-13"
"2.53","","2011-01-12"
"2.51","","2011-01-11"
"2.46","","2011-01-10"
"2.46","","2011-01-07"
"2.51","","2011-01-06"
"2.56","","2011-01-05"
"2.46","","2011-01-04"
"2.41","","2010-12-31"
"2.46","","2010-12-30"
"2.45","","2010-12-29"
"2.44","","2010-12-24"
"2.45","","2010-12-23"
"2.42","","2010-12-22"
"2.38","","2010-12-21"
"2.38","","2010-12-20"
"2.39","","2010-12-17"
"2.48","","2010-12-16"
"2.56","","2010-12-15"
"2.58","","2010-12-14"
"2.49","","2010-12-13"
"2.56","","2010-12-10"
"2.48","","2010-12-09"
"2.49","","2010-12-08"
"2.39","","2010-12-07"
"2.32","","2010-12-06"
"2.42","","2010-12-03"
"2.47","","2010-12-02"
"2.44","","2010-12-01"
"2.35","","2010-11-30"
"2.38","","2010-11-29"
"2.4","","2010-11-26"
"2.45","","2010-11-25"
"2.48","","2010-11-24"
"2.37","","2010-11-23"
"2.32","","2010-11-22"
"2.4","","2010-11-19"
"2.37","","2010-11-18"
"2.32","","2010-11-17"
"2.3","","2010-11-16"
"2.38","","2010-11-15"
"2.27","","2010-11-12"
"2.2","","2010-11-10"
"2.2","","2010-11-09"
"2.1","","2010-11-08"
"2.05","","2010-11-05"
"1.98","","2010-11-04"
"2.02","","2010-11-03"
"2.04","","2010-11-02"
"2","","2010-11-01"
"1.97","","2010-10-29"
"2.03","","2010-10-28"
"2.06","","2010-10-27"
"1.99","","2010-10-26"
"1.91","","2010-10-25"
"1.91","","2010-10-22"
"1.93","","2010-10-21"
"1.91","","2010-10-20"
"1.85","","2010-10-19"
"1.95","","2010-10-18"
"1.98","","2010-10-15"
"1.97","","2010-10-14"
"1.94","","2010-10-13"
"1.9","","2010-10-12"
"1.87","","2010-10-08"
"1.94","","2010-10-07"
"1.97","","2010-10-06"
"2","","2010-10-05"
"1.99","","2010-10-04"
"2.03","","2010-10-01"
"2.01","","2010-09-30"
"2.01","","2010-09-29"
"2.04","","2010-09-28"
"2.09","","2010-09-27"
"2.16","","2010-09-24"
"2.11","","2010-09-23"
"2.14","","2010-09-22"
"2.18","","2010-09-21"
"2.24","","2010-09-20"
"2.22","","2010-09-17"
"2.26","","2010-09-16"
"2.25","","2010-09-15"
"2.22","","2010-09-14"
"2.22","","2010-09-13"
"2.24","","2010-09-10"
"2.24","","2010-09-09"
"2.19","","2010-09-08"
"2.07","","2010-09-07"
"2.2","","2010-09-03"
"2.11","","2010-09-02"
"2.1","","2010-09-01"
"2.05","","2010-08-31"
"2.06","","2010-08-30"
"2.15","","2010-08-27"
"2.06","","2010-08-26"
"2.08","","2010-08-25"
"2.06","","2010-08-24"
"2.14","","2010-08-23"
"2.19","","2010-08-20"
"2.22","","2010-08-19"
"2.16","","2010-08-18"
"2.18","","2010-08-17"
"2.13","","2010-08-16"
"2.17","","2010-08-13"
"2.17","","2010-08-12"
"2.13","","2010-08-11"
"2.21","","2010-08-10"
"2.25","","2010-08-09"
"2.25","","2010-08-06"
"2.32","","2010-08-05"
"2.35","","2010-08-04"
"2.25","","2010-08-03"
"2.29","","2010-07-30"
"2.36","","2010-07-29"
"2.44","","2010-07-28"
"2.47","","2010-07-27"
"2.44","","2010-07-26"
"2.43","","2010-07-23"
"2.4","","2010-07-22"
"2.35","","2010-07-21"
"2.41","","2010-07-20"
"2.37","","2010-07-19"
"2.39","","2010-07-16"
"2.49","","2010-07-15"
"2.54","","2010-07-14"
"2.56","","2010-07-13"
"2.51","","2010-07-12"
"2.54","","2010-07-09"
"2.47","","2010-07-08"
"2.44","","2010-07-07"
"2.34","","2010-07-06"
"2.33","","2010-07-05"
"2.36","","2010-07-02"
"2.32","","2010-06-30"
"2.33","","2010-06-29"
"2.43","","2010-06-28"
"2.48","","2010-06-25"
"2.5","","2010-06-24"
